name,slug,types,sprite_url
Darumaka,darumaka,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png
Darumaka,darumaka-galar,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10176.png
Decidueye,decidueye,"grass,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/724.png
Decidueye,decidueye-hisui,"grass,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10244.png
Dedenne,dedenne,"electric,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/702.png
Deerling,deerling,"normal,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png
Deino,deino,"dark,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png
Delcatty,delcatty,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png
Delibird,delibird,"ice,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png
Delphox,delphox,"fire,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png
Delphox,delphox-mega,"fire,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10293.png
Deoxys,deoxys-attack,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10001.png
Deoxys,deoxys-defense,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10002.png
Deoxys,deoxys-normal,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png
Deoxys,deoxys-speed,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10003.png
Dewgong,dewgong,"water,ice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/87.png
Dewott,dewott,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png
Dewpider,dewpider,"water,bug",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png
Dhelmise,dhelmise,"ghost,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png
Dialga,dialga,"steel,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png
Dialga,dialga-origin,"steel,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10245.png
Diancie,diancie,"rock,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/719.png
Diancie,diancie-mega,"rock,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10075.png
Diggersby,diggersby,"normal,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png
Diglett,diglett,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/50.png
Diglett,diglett-alola,"ground,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10105.png
Dipplin,dipplin,"grass,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1011.png
Ditto,ditto,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.png
Dodrio,dodrio,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/85.png
Doduo,doduo,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/84.png
Dolliv,dolliv,"grass,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/929.png
Dondozo,dondozo,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/977.png
Donphan,donphan,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png
Dottler,dottler,"bug,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png
Doublade,doublade,"steel,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png
Dracovish,dracovish,"water,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/882.png
Dracozolt,dracozolt,"electric,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/880.png
Dragalge,dragalge,"poison,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/691.png
Dragalge,dragalge-mega,"poison,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10299.png
Dragapult,dragapult,"dragon,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/887.png
Dragonair,dragonair,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png
Dragonite,dragonite,"dragon,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png
Dragonite,dragonite-mega,"dragon,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10281.png
Drakloak,drakloak,"dragon,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/886.png
Drampa,drampa,"normal,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png
Drampa,drampa-mega,"normal,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10302.png
Drapion,drapion,"poison,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png
Dratini,dratini,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png
Drednaw,drednaw,"water,rock",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/834.png
Drednaw,drednaw-gmax,"water,rock",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10214.png
Dreepy,dreepy,"dragon,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/885.png
Drifblim,drifblim,"ghost,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png
Drifloon,drifloon,"ghost,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png
Drilbur,drilbur,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png
Drizzile,drizzile,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/817.png
Drowzee,drowzee,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/96.png
Druddigon,druddigon,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png
Dubwool,dubwool,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png
Ducklett,ducklett,"water,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png
Dudunsparce,dudunsparce-three-segment,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10255.png
Dudunsparce,dudunsparce-two-segment,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/982.png
Dugtrio,dugtrio,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/51.png
Dugtrio,dugtrio-alola,"ground,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10106.png
Dunsparce,dunsparce,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png
Duosion,duosion,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png
Duraludon,duraludon,"steel,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/884.png
Duraludon,duraludon-gmax,"steel,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10225.png
Durant,durant,"bug,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png
Dusclops,dusclops,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png
Dusknoir,dusknoir,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png
Duskull,duskull,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png
Dustox,dustox,"bug,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png
Dwebble,dwebble,"bug,rock",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png
Eelektrik,eelektrik,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png
Eelektross,eelektross,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png
Eelektross,eelektross-mega,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10290.png
Eevee,eevee,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/133.png
Eevee,eevee-gmax,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10205.png
Eevee,eevee-starter,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10159.png
Eiscue,eiscue-ice,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/875.png
Eiscue,eiscue-noice,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10185.png
Ekans,ekans,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/23.png
Eldegoss,eldegoss,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png
Electabuzz,electabuzz,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/125.png
Electivire,electivire,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png
Electrike,electrike,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png
Electrode,electrode,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/101.png
Electrode,electrode-hisui,"electric,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10232.png
Elekid,elekid,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png
Elgyem,elgyem,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png
Emboar,emboar,"fire,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png
Emboar,emboar-mega,"fire,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10286.png
Emolga,emolga,"electric,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png
Empoleon,empoleon,"water,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png
Enamorus,enamorus-incarnate,"fairy,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/905.png
Enamorus,enamorus-therian,"fairy,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10249.png
Entei,entei,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png
Escavalier,escavalier,"bug,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png
Espathra,espathra,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/956.png
Espeon,espeon,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png
Espurr,espurr,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png
Eternatus,eternatus,"poison,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/890.png
Eternatus,eternatus-eternamax,"poison,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10190.png
Excadrill,excadrill,"ground,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png
Excadrill,excadrill-mega,"ground,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10287.png
Exeggcute,exeggcute,"grass,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/102.png
Exeggutor,exeggutor,"grass,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/103.png
Exeggutor,exeggutor-alola,"grass,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10114.png
Exploud,exploud,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png
Falinks,falinks,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/870.png
Falinks,falinks-mega,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10303.png
Farfetch’d,farfetchd,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/83.png
Farfetch’d,farfetchd-galar,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10166.png
Farigiraf,farigiraf,"normal,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/981.png
Fearow,fearow,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/22.png
Feebas,feebas,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png
Fennekin,fennekin,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png
Feraligatr,feraligatr,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.png
Feraligatr,feraligatr-mega,"water,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10283.png
Ferroseed,ferroseed,"grass,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png
Ferrothorn,ferrothorn,"grass,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png
Fezandipiti,fezandipiti,"poison,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1016.png
Fidough,fidough,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/926.png
Finizen,finizen,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/963.png
Finneon,finneon,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png
Flaaffy,flaaffy,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png
Flabébé,flabebe,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/669.png
Flamigo,flamigo,"flying,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/973.png
Flapple,flapple,"grass,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/841.png
Flapple,flapple-gmax,"grass,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10216.png
Flareon,flareon,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/136.png
Fletchinder,fletchinder,"fire,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png
Fletchling,fletchling,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png
Flittle,flittle,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/955.png
Floatzel,floatzel,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png
Floette,floette,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/670.png
Floette,floette-eternal,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10061.png
Floette,floette-mega,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10296.png
Floragato,floragato,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/907.png
Florges,florges,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/671.png
Flutter Mane,flutter-mane,"ghost,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/987.png
Flygon,flygon,"ground,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png
Fomantis,fomantis,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png
Foongus,foongus,"grass,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png
Forretress,forretress,"bug,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png
Fraxure,fraxure,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png
Frigibax,frigibax,"dragon,ice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/996.png
Frillish,frillish-male,"water,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png
Froakie,froakie,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png
Frogadier,frogadier,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png
Froslass,froslass,"ice,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png
Froslass,froslass-mega,"ice,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10285.png
Frosmoth,frosmoth,"ice,bug",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/873.png
Fuecoco,fuecoco,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/909.png
Furfrou,furfrou,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png
Furret,furret,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/162.png
Gabite,gabite,"dragon,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png
Gallade,gallade,"psychic,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png
Gallade,gallade-mega,"psychic,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10068.png
Galvantula,galvantula,"bug,electric",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png
Garbodor,garbodor,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png
Garbodor,garbodor-gmax,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10207.png
Garchomp,garchomp,"dragon,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png
Garchomp,garchomp-mega,"dragon,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10058.png
Garchomp,garchomp-mega-z,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10309.png
Gardevoir,gardevoir,"psychic,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png
Gardevoir,gardevoir-mega,"psychic,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10051.png
Garganacl,garganacl,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/934.png
Gastly,gastly,"ghost,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/92.png
Gastrodon,gastrodon,"water,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png
Genesect,genesect,"bug,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png
Gengar,gengar,"ghost,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/94.png
Gengar,gengar-gmax,"ghost,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10202.png
Gengar,gengar-mega,"ghost,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10038.png
Geodude,geodude,"rock,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/74.png
Geodude,geodude-alola,"rock,electric",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10109.png
Gholdengo,gholdengo,"steel,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1000.png
Gible,gible,"dragon,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png
Gigalith,gigalith,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png
Gimmighoul,gimmighoul,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/999.png
Gimmighoul,gimmighoul-roaming,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10263.png
Girafarig,girafarig,"normal,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png
Giratina,giratina-altered,"ghost,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png
Giratina,giratina-origin,"ghost,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10007.png
Glaceon,glaceon,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png
Glalie,glalie,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png
Glalie,glalie-mega,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10074.png
Glameow,glameow,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png
Glastrier,glastrier,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/896.png
Gligar,gligar,"ground,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png
Glimmet,glimmet,"rock,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/969.png
Glimmora,glimmora,"rock,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/970.png
Glimmora,glimmora-mega,"rock,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10321.png
Gliscor,gliscor,"ground,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png
Gloom,gloom,"grass,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/44.png
Gogoat,gogoat,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png
Golbat,golbat,"poison,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/42.png
Goldeen,goldeen,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/118.png
Golduck,golduck,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/55.png
Golem,golem,"rock,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/76.png
Golem,golem-alola,"rock,electric",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10111.png
Golett,golett,"ground,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png
Golisopod,golisopod,"bug,water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png
Golisopod,golisopod-mega,"bug,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10316.png
Golurk,golurk,"ground,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png
Golurk,golurk-mega,"ground,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10313.png
Goodra,goodra,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/706.png
Goodra,goodra-hisui,"steel,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10242.png
Goomy,goomy,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/704.png
Gorebyss,gorebyss,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png
Gossifleur,gossifleur,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png
Gothita,gothita,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png
Gothitelle,gothitelle,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png
Gothorita,gothorita,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png
Gouging Fire,gouging-fire,"fire,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1020.png
Gourgeist,gourgeist-average,"ghost,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/711.png
Gourgeist,gourgeist-large,"ghost,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10031.png
Gourgeist,gourgeist-small,"ghost,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10030.png
Gourgeist,gourgeist-super,"ghost,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10032.png
Grafaiai,grafaiai,"poison,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/945.png
Granbull,granbull,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png
Grapploct,grapploct,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/853.png
Graveler,graveler,"rock,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/75.png
Graveler,graveler-alola,"rock,electric",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10110.png
Great Tusk,great-tusk,"ground,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/984.png
Greavard,greavard,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/971.png
Greedent,greedent,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png
Greninja,greninja,"water,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png
Greninja,greninja-ash,"water,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10117.png
Greninja,greninja-battle-bond,"water,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10116.png
Greninja,greninja-mega,"water,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10294.png
Grimer,grimer,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/88.png
Grimer,grimer-alola,"poison,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10112.png
Grimmsnarl,grimmsnarl,"dark,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/861.png
Grimmsnarl,grimmsnarl-gmax,"dark,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10222.png
Grookey,grookey,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png
Grotle,grotle,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png
Groudon,groudon,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png
Groudon,groudon-primal,"ground,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10078.png
Grovyle,grovyle,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png
Growlithe,growlithe,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/58.png
Growlithe,growlithe-hisui,"fire,rock",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10229.png
Grubbin,grubbin,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/736.png
Grumpig,grumpig,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png
